ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001585521-24-000046	2192719	Class A Common Stock				36060.0				I		Velchamy Family Trust	
0001585521-24-000046	2192721	Class A Common Stock				2000.0				I		By Janani Velchamy	
0001050915-24-000059	2191727	Common Stock				375.0				I		By younger daughter	
0001694426-24-000039	2192215	Common Stock				691945.0				I		By Yemin Investments, LP	
0001050915-24-000056	2191245	Common Stock				20000.0				I		By Austin 1999 Family Trust	
0001552797-24-000022	2192382	Common Units representing limited partner interests				158467.0				I		By Yemin Investments, LP	
0001361658-24-000060	2191081	Common Stock				3593.0	F3			D			
0001361658-24-000059	2192486	Common Stock				3593.0	F3			D			
0001361658-24-000058	2192296	Common Stock				63473.0	F4			D			
0000950170-24-030261	2191851	Common Stock				714373.0				D		By Trust	F1
0000950170-24-030261	2191855	Common Stock				1000.0				I			
0000950170-24-030261	2191854	Common Stock				1000.0				I		Uniform Transfer to Minors Account	F3
0000950170-24-030261	2191853	Common Stock				220816.0				I		Uniform Transfer to Minors Account	F3
0000950170-24-030261	2191852	Common Stock				7895115.0				I		By Trust	F2
0001361658-24-000057	2191304	Common Stock				3593.0	F3			D			
0001361658-24-000057	2191305	Common Stock				42687.0	F4			D			
0001361658-24-000056	2190783	Common Stock				60440.0	F4			D			
0001361658-24-000055	2191657	Common Stock				442947.0	F3			D			
0001361658-24-000055	2191658	Common Stock				3593.0	F4			D			
0001361658-24-000054	2190649	Common Stock	F4			135833.0				D			
0001361658-24-000053	2190377	Common Stock				9977.0	F3			D			
0001361658-24-000053	2190378	Common Stock				3593.0	F4			D			
0001361658-24-000052	2192697	Common Stock				6998.0	F3			D			
0001361658-24-000052	2192698	Common Stock				3593.0	F4			D			
0001361658-24-000051	2191542	Common Stock				4645.0	F3			D			
0001361658-24-000051	2191543	Common Stock				310.0	F4			D			
0001509409-24-000005	2191244	Common Stock				46644.0				I		by trust	
0001361658-24-000050	2190511	Common Stock				60440.0	F4			D		Geoffrey S Richards Revocable Trust	
0001361658-24-000050	2190512	Common Stock				4025.0				I			
0001361658-24-000049	2191299	Common Stock				26535.0	F4			D			
0001361658-24-000048	2191684	Common Stock				26910.0	F4			D			
0001361658-24-000047	2191149	Common Stock				33176.0	F4			D			
0001361658-24-000046	2192556	Common Stock				10657.0	F4			D			
0001493152-24-009719	2191303	Common Stock				10070.0				I		By Trust (Co-Trustee with Spouse)	F3
0001193805-24-000360	2191070	Class A Common Stock				20000.0				I		Through Deerfield Management Company, L.P.	F3, F2, F8
0001193805-24-000360	2191069	Class A Common Stock				1709077.0				I		Through Deerfield Private Design Fund IV, L.P.	F3, F2
0001415889-24-007712	2192777	Class A Common Stock				55422.0				I		See footnote	F7
0001415889-24-007712	2192779	Class A Common Stock				200000.0				I		See footnote	F9
0001415889-24-007712	2192778	Class A Common Stock				79091.0				I		See footnote	F8
0001415889-24-007712	2192776	Class A Common Stock				11500.0				I		See footnote	F6
0001415889-24-007712	2192775	Class A Common Stock				40487.0				I		See footnote	F5
0001361658-24-000030	2192531	Common Stock				3593.0	F3			D			
0001062993-24-006300	2190888	Common Stock				4990.0	F1			D			
0001415889-24-007707	2191626	Class A Common Stock				100000.0				I		See footnote	F6
0001415889-24-007707	2191623	Class A Common Stock				79359.0				I		See footnote	F3
0001415889-24-007707	2191624	Class A Common Stock				79359.0				I		See footnote	F4
0001415889-24-007707	2191625	Class A Common Stock				100000.0				I		See footnote	F5
0001415889-24-007707	2191627	Class A Common Stock				127473.0				I		By Family Trust	
0000842633-24-000014	2190745	Common Stock				15933.0				I		See footnote	F1
0001437749-24-007515	2191143	Common Stock				41734.0	F4			D			
0001437749-24-007514	2192436	Common Stock				17069.0	F4			D			
0001493152-24-009709	2191370	Common Stock, par value $0.01				777.0				I		By FCW Investments, LLC	F2
0001437749-24-007513	2192371	Common Stock				30161.0	F4			D			
0001437749-24-007511	2191436	Common Stock				28463.0	F4			D			
0001437749-24-007510	2190975	Common Stock				2000000.0				I			
0001437749-24-007510	2190974	Common Stock				898137.0				I		RSMC Partners LLC	F3
0001437749-24-007510	2190973	Common Stock				7185989.0				D		2022 Ryan Schulke Grantor Retained Annuity Trust	F2
0001437749-24-007510	2190972	Common Stock				121243.0				I		Held by The Ryan Schulke 2020 Grantor Retained Annuity Trust	F1
0001437749-24-007509	2192348	Common Stock				43132.0	F4			D			
0001437749-24-007508	2191832	Common Stock				361050.0				I		Held by 2017 Conlin Shakira Family Trust.	F3
0001437749-24-007508	2191831	Common Stock				2000000.0				I		Held by RSMC Partners, LLC.	F1
0001437749-24-007507	2192312	Common Stock				68150.0	F4			D		By Spouse	
0001437749-24-007507	2192313	Common Stock				55.09				I			
0001562180-24-002619	2190641	Series 1 Common Stock				53333.0				I		By The D & E Living Trust	
0001562180-24-002616	2190444	Series 1 Common Stock				15564.0				I		By Thomas J. Clarke Irrevocable Trust	
0001562180-24-002616	2190439	Series 1 Common Stock				68090.0				I		By Donald E Clarke Irrevocable Trust	
0001562180-24-002616	2190440	Series 1 Common Stock				15564.0				I		By Ellen C. Whittet Irrevocable Trust	
0001562180-24-002616	2190441	Series 1 Common Stock				15564.0				I		By John A. Clarke Irrevocable Trust	
0001562180-24-002616	2190442	Series 1 Common Stock				15564.0				I		By Leanne C. Allan Irrevocable Trust	
0001562180-24-002616	2190443	Series 1 Common Stock				15564.0				I		By Robin K. Clarke Irrevocable Trust	
0001437749-24-007506	2192680	Common Stock				135806.0	F4			D			
0001415889-24-007701	2190710	Common Shares, $.0011 par value per share				1221693.0				I		By Limited Liability Company	F3
0001415889-24-007701	2190707	Common Shares, $.0011 par value per share				1527681.0				I		By Trust	F2
0001415889-24-007701	2190706	Common Shares, $.0011 par value per share				1714.0				D	F1		
0001415889-24-007701	2190709	Common Shares, $.0011 par value per share				1635887.0				I		By Trusts	
0001415889-24-007701	2190708	Common Shares, $.0011 par value per share				179947.0				I		Family limited partnership	
0001225208-24-004141	2192699	Class A Common Stock				765.22				I		By 401(k) Plan	
0001225208-24-004141	2192700	Class A Common Stock				867.23				I		By Spouse, By 401(k) Plan	
0001628280-24-010695	2191200	Class V Common Stock				5639506.0				D			
0001628280-24-010695	2191199	Class A Common Stock				83731.0				D			
0000950103-24-003739	2191566	Class A Common Stock				8622.0				I		By Olivan D LLC	F2
0000950103-24-003739	2191568	Class A Common Stock				8622.0				I		By Reinhold D LLC	F4
0000950103-24-003739	2191569	Class A Common Stock				68935.0				I		By Olivan Reinhold Family Revocable Trust u/a/d 10/16/12	F5
0000950103-24-003739	2191567	Class A Common Stock				2999.0				I		By Olivan Reinhold D LLC	F3
0001610717-24-000158	2191132	Common Stock				85910.0	F1			D			
0001415889-24-007700	2192811	Common Stock				8041.0				I		Trustee of RP 2014 Trust	
0001415889-24-007700	2192812	Common Stock				7982.0				I		Trustee of Prior Family Trust 2019	
0001415889-24-007700	2192810	Common Stock				7741.0				I		Trustee of WP 2015 Trust	
0001415889-24-007700	2192809	Common Stock				8141.0				I		Trustee of JP 2018 Trust	
0001415889-24-007700	2192808	Common Stock				128847.0				I		Trustee of Lauren S. Prior 2013 Trust	
0001437749-24-007505	2190923	Common Stock				14571.0	F4			D			
0001437749-24-007505	2190922	Common Stock				3833.0	F3			D			
0001437749-24-007504	2190504	Common Stock				30939.51	F4			D			
0001437749-24-007504	2190503	Common Stock				3833.0	F3			D			
0001667731-24-000151	2190913	Common Stock				9022.0				I		RRSP	
0000723612-24-000018	2191732	Common Stock				3496.0				I		By 401(k) plan	
0001209191-24-004788	2191830	Common Stock				2723100.0				I		See Footnote	F2
0001415889-24-007697	2192622	Class A Common Stock				815582.0				I		I	F3
0001415889-24-007697	2192621	Class A Common Stock				49833.0				I		I	F2
0001415889-24-007697	2192626	Class A Common Stock				1070174.0				I		I	F7
0001415889-24-007697	2192625	Class A Common Stock				1883387.0				I		I	F6
0001415889-24-007697	2192624	Class A Common Stock				598907.0				I		I	F5
0001415889-24-007697	2192623	Class A Common Stock				29363.0				I		I	F4
0001610717-24-000156	2191739	Common Stock				25000.0				I		By Spouse	
0001610717-24-000156	2191740	Common Stock				5311110.0				I		See footnote	F3
0001610717-24-000156	2191741	Common Stock				5000000.0				I		See footnote	F4
0001437749-24-007503	2190895	Common Stock				3833.0	F3			D			
0001437749-24-007503	2190896	Common Stock				446371.0	F4			D			
0001437749-24-007502	2191544	Common Stock				3833.0	F3			D			
0001437749-24-007502	2191545	Common Stock				3791.0	F4			D			
0001373670-24-000032	2191540	Common Stock				27.0				I		As custodian for UGMA Account for minor	
0000950170-24-030201	2191215	Common Stock				291234.0				I		By Trust	F3
0001580670-24-000016	2191043	Common Stock				4227.0				I		By Spouse	
0001580670-24-000016	2191042	Common Stock				180451.0				I		By Snider Management Trust	
0001580670-24-000015	2191595	Common Stock				13174.0				I		By Charles Merdian 2021 Trust	
0001580670-24-000015	2191594	Common Stock				127129.0				I		By Merdian Management Trust	
0001580670-24-000014	2192229	Common Stock				1663007.0				I		By EDSS Holdings, LP	F5
0001580670-24-000014	2192230	Common Stock				23244.0				I		By LGI Fund II GP, LLC	F6
0001580670-24-000014	2192231	Common Stock				17326.0				I		By spouse	
0001580670-24-000014	2192232	Common Stock				175.0				I		By LGI Fund III GP, LLC	F6
0001062993-24-006294	2191071	Common Stock				675.0				I		By ESOP Trust	
0001667731-24-000149	2192278	Common Stock				5149.0	F10			I		401(K)	
0001727689-24-000033	2192455	Common Shares				43477269.0				D	F3		
0001727689-24-000033	2192454	Common Shares				15234794.0				D	F2		
0001437749-24-007501	2191845	Common Stock				3833.0	F3			D			
0001437749-24-007500	2192304	Common Stock				9307.0	F4			D			
0001437749-24-007500	2192303	Common Stock				3833.0	F3			D			
0001667731-24-000147	2190541	Common Stock				1854.0	F10			I		401(K)	
0001437749-24-007499	2191355	Common Stock				10382.0	F4			D			
0001437749-24-007499	2191354	Common Stock				3833.0	F3			D			
0000014272-24-000060	2190561	Common Stock, $0.10 par value				818.59	F1			I			
0000014272-24-000060	2190560	Common Stock, $0.10 par value				3226.0				D		BMS Savings and Investment Program	
0001628280-24-010684	2191818	Common Stock				135019.0				D			
0001104659-24-033554	2190834	Common Stock				1000000.0				I		By Hodgson Ventures	F2
0001104659-24-033554	2190835	Common Stock				2669056.0				I		By Hodgson 2015 Grandchild's Trust	F3
0001104659-24-033554	2190836	Common Stock				100000.0				I		By Cusach, Inc.	F4
0000014272-24-000058	2190754	Common Stock, $0.10 par value				5286.0				D			
0000950170-24-030189	2191546	Common Shares				200000.0				I		The Kulkarni 2023 GRAT	
0000014272-24-000056	2191297	Common Stock, $0.10 par value				91.0				I			
0000014272-24-000056	2191296	Common Stock, $0.10 par value				780.0				D		By Spouse	
0000887343-24-000154	2191719	Common Stock				3239.0				I		by 401(k)	
0001008886-24-000091	2191369	Class A Common Stock				11861.0	F6			I		By trust	
0001008886-24-000091	2191367	Class A Common Stock				311008.0	F4			I		By trust	
0001008886-24-000091	2191368	Class A Common Stock				126462.0	F5			I		By trust	
0000723612-24-000014	2191629	Common Stock				1735.0				I		By IRA	
0000014272-24-000054	2192646	Common Stock, $0.10 par value				215.72	F7			I		BMS Savings and Investment Program	
0000887343-24-000152	2192227	Common Stock				3650.0				I		by Nixon Family Trust	
0000887343-24-000152	2192228	Common Stock				1280.0				I		by 401(k)	
0001008886-24-000090	2192578	Class A Common Stock				10422.0	F3			I		By Trust	
0001628280-24-010666	2190463	Common Stock				404.0				I		By 401(k) Plan	F3
0000723612-24-000013	2191833	Common Stock				2476.0				I		By 401(k)	
0001628280-24-010665	2191788	Common Stock				700.0				I		By Son	
0001628280-24-010665	2191789	Common Stock				700.0				I		By  Son	
0001628280-24-010665	2191791	Common Stock				644050.0				I		By Trust	F4
0001628280-24-010665	2191792	Common Stock				572993.0				I		By Trust	F5
0001628280-24-010665	2191793	Common Stock				1513.0				I		By 401(k) Plan	F6
0001628280-24-010665	2191787	Common Stock				812.0				I		By   Son	
0001628280-24-010665	2191786	Common Stock				130950.0				I		By Spouse	
0001628280-24-010665	2191790	Common Stock				531680.0				I		By Trust	F3
0001008886-24-000089	2191759	Class A Common Stock				45000.0	F10			I		By revocable trust	
0001008886-24-000089	2191760	Class A Common Stock				3940.0	F11			I		By spouse	
0001008886-24-000089	2191753	Class A Common Stock				11060.0	F4			I		By GRAT	
0001008886-24-000089	2191758	Class A Common Stock				45192.0	F9			I		By revocable trust	
0001008886-24-000089	2191755	Class A Common Stock				10000.0	F6			I		By Trust	
0001008886-24-000089	2191756	Class A Common Stock				10000.0	F7			I		By Trust	
0001008886-24-000089	2191757	Class A Common Stock				10000.0	F8			I		By Trust	
0001008886-24-000089	2191754	Class A Common Stock				11060.0	F5			I		By GRAT	
0001008886-24-000088	2191646	Class A Common Stock				6470.0	F7			I		By GRAT	
0001008886-24-000088	2191643	Class A Common Stock				130329.0	F4			I		By revocable trust	
0001008886-24-000088	2191644	Class A Common Stock				3617.0	F5			I		By spouse	
0001008886-24-000088	2191645	Class A Common Stock				50000.0	F6			I		By revocable trust	
0001008886-24-000088	2191651	Class A Common Stock				5000.0	F12			I		By trust	
0001008886-24-000088	2191647	Class A Common Stock				6470.0	F8			I		By GRAT	
0001008886-24-000088	2191648	Class A Common Stock				5000.0	F9			I		By trust	
0001008886-24-000088	2191649	Class A Common Stock				5000.0	F10			I		By trust	
0001008886-24-000088	2191650	Class A Common Stock				5000.0	F11			I		By trust	
0000887343-24-000150	2192489	Common Stock				2517.0				I		by 401(k)	
0001640147-24-000067	2192528	Class A Common Stock				541896.0				I		Trust	F3
0001640147-24-000067	2192529	Class A Common Stock				120000.0				I		Trust	F4
0001213900-24-021905	2190939	Common Stock				3703398.0				I		by JPK 2009	F2
0001213900-24-021905	2190940	Common Stock				1654363.0				I		by JPK 2012	F2
0001213900-24-021905	2190941	Common Stock				489438.0				I		by MGK 2008	F2
0001213900-24-021905	2190942	Common Stock				3944437.0				I		by MGK 2009	F2
0001213900-24-021905	2190943	Common Stock				1637040.0				I		by MGK 2011	F2
0001213900-24-021905	2190944	Common Stock				578079.0				I		by ZSK 2008	F2
0001213900-24-021905	2190945	Common Stock				351120.0				I		by ZSK 2009	F2
0001213900-24-021905	2190946	Common Stock				453731.0				I		by Kellie L. Banks LTT	F2
0001213900-24-021905	2190947	Common Stock				1015604.0				I		by Sr. Staff 2015	F2
0001213900-24-021905	2190948	Common Stock				1015626.0				I		by Staff 2015	F2
0001213900-24-021905	2190949	Common Stock				13520789.0				I		by Kapital Joe	F2
0001213900-24-021905	2190965	Common Stock				832500.0				I		by Incentive 2007	F3
0001213900-24-021905	2190951	Common Stock				1403.0				I		by Lotus	F2
0001213900-24-021905	2190952	Common Stock				16406828.0				I		by Sunset 2020	F2
0001213900-24-021905	2190953	Common Stock				1839946.0				I		by Staff 2010	F3
0001213900-24-021905	2190954	Common Stock				1383858.0				I		by Staff 2009	F3
0001213900-24-021905	2190955	Common Stock				3223803.0				I		by Sr. Staff 2008	F3
0001213900-24-021905	2190956	Common Stock				691929.0				I		by Incentive 2009	F3
0001213900-24-021905	2190957	Common Stock				1384408.0				I		by Incentive 2010	F3
0001213900-24-021905	2190958	Common Stock				311287.0				I		by Staff 2001	F3
0001213900-24-021905	2190959	Common Stock				58800.0				I		by Sr. Staff	F3
0001213900-24-021905	2190960	Common Stock				59133.0				I		by Staff 2006	F3
0001213900-24-021905	2190961	Common Stock				118266.0				I		by Sr. Staff 2006	F3
0001213900-24-021905	2190962	Common Stock				19711.0				I		by Incentive 2006	F3
0001213900-24-021905	2190963	Common Stock				4995000.0				I		by Sr. Staff 2007	F3
0001213900-24-021905	2190964	Common Stock				2497500.0				I		by Staff 2007	F3
0001213900-24-021905	2190938	Common Stock				490401.0				I		by JPK 2008	F2
0001213900-24-021905	2190937	Common Stock				1096686.0				I		by Parkview 2020	F2
0001213900-24-021905	2190950	Common Stock				1144481.0				I		by Spouse	
0000723612-24-000012	2190519	Common Stock				1607.0				I		Held by NQ Deferred Compensation Plan	
0001008886-24-000087	2190595	Class B Common Stock				100.0				D			
